0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0, 3.14, 0
0, 0.01, 3.153, 0.29
0, 0.06, 3.173, 0.85
0.01, 0.13, 3.213, 1.31
0.01, 0.19, 3.263, 1.78
0.02, 0.29, 3.313, 2.18
0.03, 0.38, 3.383, 2.59
0.04, 0.54, 3.463, 3.26
0.06, 0.72, 3.573, 4.09
0.09, 0.94, 3.693, 4.72
0.11, 0.92, 3.813, 5.25
0.12, 0.58, 3.943, 5.09
0.15, 0.94, 4.033, 3.69
0.18, 1.09, 4.073, 2.19
0.2, 1.12, 4.083, 0.64
0.23, 1.07, 4.043, -0.96
0.25, 0.97, 3.953, -3.14
0.27, 0.78, 3.803, -5.42
0.28, 0.44, 3.593, -8.34
0.28, -0.08, 3.273, -12.16
0.26, -0.58, 2.82, -16.31
0.24, -0.81, 2.39, -17.5
0.22, -0.76, 2.01, -16.2
0.2, -0.58, 1.66, -14.69
0.2, -0.34, 1.35, -12.39
0.19, -0.14, 1.1, -11.05
0.19, -0.04, 0.88, -9.61
0.19, -0.01, 0.69, -8.18
0.19, 0, 0.53, -6.76
0.19, -0.01, 0.39, -5.83
0.19, -0.07, 0.29, -4.6
0.19, -0.2, 0.22, -3.11
0.18, -0.31, 0.18, -1.9
0.17, -0.37, 0.16, -1.17
0.16, -0.39, 0.15, -0.64
0.15, -0.38, 0.14, -0.54
0.14, -0.36, 0.13, -0.33
0.13, -0.31, 0.12, -0.43
0.13, -0.26, 0.11, -0.56
0.12, -0.21, 0.09, -0.61
0.12, -0.18, 0.07, -0.81
0.11, -0.15, 0.05, -0.8
0.11, -0.15, 0.04, -0.68
0.11, -0.15, 0.02, -0.6
0.1, -0.16, 0.01, -0.49
0.1, -0.17, 0.01, -0.29
0.09, -0.19, 0, -0.26
0.09, -0.21, 0, -0.07
0.08, -0.21, 0, -0.02
0.08, -0.2, 0, -0.05
0.07, -0.21, -0.01, -0.1
0.07, -0.22, 0, 0.02
0.06, -0.24, 0.01, 0.25
0.05, -0.24, 0.01, 0.24
0.05, -0.25, 0.02, 0.22
0.04, -0.24, 0.02, 0.18
0.04, -0.23, 0.02, 0.12
0.03, -0.22, 0.03, 0.11
0.03, -0.21, 0.03, 0.11
0.02, -0.2, 0.03, 0.12
0.02, -0.19, 0.03, 0.12
0.01, -0.18, 0.03, 0.03
0.01, -0.17, 0.04, 0.08
0.01, -0.14, 0.03, -0.16
0, -0.12, 0.03, -0.21
0, -0.11, 0.02, -0.21
0, -0.1, 0.01, -0.29
0, -0.09, 0.01, -0.32
-0.01, -0.11, 0, -0.19
-0.01, -0.12, 0, -0.05
-0.01, -0.13, 0, -0.01